visualization_filename, serialization
('BPIC15_5_rev/process_tree_case_size_betwee_13_and_14_noise_80.svg', "->( 'Enter submission date request', +( 'Step application received', 'OLO messages active', X( tau, ->( X( tau, ->( 'Applicant plays stakeholder role', 'Stop on request' ) ), X( ->( 'Log date termination request documented', 'Log termination request senddate', 'Terminate request notice' ), ->( X( tau, 'Evaluate provisional charges' ), 'Refer to the competent authority', 'Update BAG administrator', 'Ordinary procedure without MER', X( ->( 'Produce procedure confirmation', 'Broadcast', 'Form publication document' ), ->( 'Mandatory Environmental Report required', 'Regular procedural activities', 'Phased application' ) ) ) ), *( 'Transmit confirmation receipt', tau ) ) ) ), X( tau, 'Inspect field for phased application' ), 'Register senddate acknowledgement', X( 'Permit not needed or only notification required', ->( 'Action by competent authority', 'Create termination request message', 'Premature termination of procedure phase' ), ->( 'Phase procedure cancelled', 'Register the deadline', 'Conclude the case' ) ) )")
('BPIC15_5_rev/process_tree_case_size_betwee_13_and_14_noise_90.svg', "->( 'Enter submission date request', +( 'Step application received', 'OLO messages active', X( tau, ->( 'Applicant plays stakeholder role', 'Stop on request', X( ->( 'Log date termination request documented', 'Log termination request senddate', 'Terminate request notice' ), ->( 'Evaluate provisional charges', 'Refer to the competent authority', 'Update BAG administrator', 'Ordinary procedure without MER', X( ->( 'Produce procedure confirmation', 'Broadcast', 'Form publication document' ), ->( 'Mandatory Environmental Report required', 'Regular procedural activities', 'Phased application' ) ) ) ), *( 'Transmit confirmation receipt', tau ) ) ) ), 'Inspect field for phased application', 'Register senddate acknowledgement', X( 'Permit not needed or only notification required', ->( 'Action by competent authority', 'Create termination request message', 'Premature termination of procedure phase' ), ->( 'Phase procedure cancelled', 'Register the deadline', 'Conclude the case' ) ) )")
('BPIC15_5_rev/process_tree_case_size_betwee_14_and_14_noise_10.svg', "->( 'Enter submission date request', 'OLO messages active', +( 'Produce procedure confirmation', *( 'Transmit confirmation receipt', tau ), 'Register senddate acknowledgement', 'Refer to the competent authority', 'Commence WABOprocedure', 'Ordinary procedure without MER', 'Step application received', X( ->( 'Update BAG administrator', 'Broadcast', 'Form publication document', 'Register publication date' ), ->( X( tau, 'Applicant plays stakeholder role' ), 'Stop on request', X( tau, 'Evaluate provisional charges' ) ) ) ), X( tau, 'Permit not needed or only notification required', ->( 'Action by competent authority', 'Create termination request message', 'Premature termination of procedure phase' ) ) )")
('BPIC15_5_rev/process_tree_case_size_betwee_14_and_14_noise_20.svg', "->( 'Enter submission date request', 'OLO messages active', X( tau, ->( 'Applicant plays stakeholder role', 'Stop on request', 'Evaluate provisional charges' ) ), +( X( tau, 'Register publication date' ), 'Produce procedure confirmation', 'Refer to the competent authority', 'Commence WABOprocedure', 'Ordinary procedure without MER', 'Step application received', *( *( 'Transmit confirmation receipt', tau ), ->( 'Update BAG administrator', 'Broadcast', 'Form publication document' ) ) ), 'Register senddate acknowledgement', X( tau, 'Permit not needed or only notification required', ->( 'Action by competent authority', 'Create termination request message', 'Premature termination of procedure phase' ) ) )")
('BPIC15_5_rev/process_tree_case_size_betwee_14_and_14_noise_40.svg', "->( 'Enter submission date request', 'OLO messages active', X( tau, ->( 'Applicant plays stakeholder role', 'Stop on request', 'Evaluate provisional charges' ) ), +( 'Register publication date', 'Produce procedure confirmation', 'Refer to the competent authority', 'Commence WABOprocedure', 'Ordinary procedure without MER', 'Step application received', *( *( 'Transmit confirmation receipt', tau ), ->( 'Update BAG administrator', 'Broadcast', 'Form publication document' ) ) ), 'Register senddate acknowledgement', X( tau, 'Permit not needed or only notification required', ->( 'Action by competent authority', 'Create termination request message', 'Premature termination of procedure phase' ) ) )")
('BPIC15_5_rev/process_tree_case_size_betwee_14_and_14_noise_50.svg', "->( 'Enter submission date request', 'OLO messages active', X( tau, ->( 'Applicant plays stakeholder role', 'Stop on request', 'Evaluate provisional charges' ) ), +( 'Commence WABOprocedure', ->( +( 'Register publication date', 'Produce procedure confirmation', 'Refer to the competent authority', 'Ordinary procedure without MER', *( *( 'Transmit confirmation receipt', tau ), ->( 'Update BAG administrator', 'Broadcast', 'Form publication document' ) ) ), 'Step application received' ) ), 'Register senddate acknowledgement', X( tau, 'Permit not needed or only notification required', ->( 'Action by competent authority', 'Create termination request message', 'Premature termination of procedure phase' ) ) )")
('BPIC15_5_rev/process_tree_case_size_betwee_14_and_14_noise_60.svg', "->( 'Enter submission date request', 'OLO messages active', X( tau, ->( 'Applicant plays stakeholder role', 'Stop on request', 'Evaluate provisional charges' ) ), +( 'Commence WABOprocedure', X( tau, +( 'Register publication date', 'Produce procedure confirmation', 'Refer to the competent authority', 'Ordinary procedure without MER', *( *( 'Transmit confirmation receipt', tau ), ->( 'Update BAG administrator', 'Broadcast', 'Form publication document' ) ) ) ) ), 'Register senddate acknowledgement', X( tau, 'Permit not needed or only notification required', ->( 'Action by competent authority', 'Create termination request message', 'Premature termination of procedure phase' ) ) )")
('BPIC15_5_rev/process_tree_case_size_betwee_14_and_14_noise_70.svg', "->( 'Enter submission date request', 'OLO messages active', X( tau, ->( 'Applicant plays stakeholder role', 'Stop on request', 'Evaluate provisional charges' ) ), +( 'Produce procedure confirmation', 'Refer to the competent authority', 'Ordinary procedure without MER', *( *( 'Transmit confirmation receipt', tau ), ->( 'Update BAG administrator', 'Broadcast', 'Form publication document' ) ) ), 'Step application received', 'Register senddate acknowledgement', X( 'Permit not needed or only notification required', ->( 'Action by competent authority', 'Create termination request message', 'Premature termination of procedure phase' ) ) )")
('BPIC15_5_rev/process_tree_case_size_betwee_14_and_14_noise_90.svg', "->( 'Enter submission date request', 'OLO messages active', 'Applicant plays stakeholder role', 'Stop on request', 'Evaluate provisional charges', +( 'Produce procedure confirmation', 'Refer to the competent authority', 'Ordinary procedure without MER', *( *( 'Transmit confirmation receipt', tau ), ->( 'Update BAG administrator', 'Broadcast', 'Form publication document' ) ) ), 'Step application received', 'Register senddate acknowledgement', X( 'Permit not needed or only notification required', ->( 'Action by competent authority', 'Create termination request message', 'Premature termination of procedure phase' ) ) )")
('BPIC15_5_rev/process_tree_case_size_betwee_14_and_15_noise_10.svg', "->( 'Enter submission date request', 'OLO messages active', X( tau, ->( 'Applicant plays stakeholder role', 'Stop on request', 'Evaluate provisional charges' ) ), +( 'Produce procedure confirmation', *( 'Transmit confirmation receipt', tau ), 'Refer to the competent authority', 'Commence WABOprocedure', 'Ordinary procedure without MER', 'Step application received', X( tau, ->( 'Update BAG administrator', 'Broadcast', 'Form publication document', +( 'Register publication date', X( tau, 'Review BAG items' ) ) ) ) ), 'Register senddate acknowledgement', X( tau, 'Permit not needed or only notification required', ->( 'Action by competent authority', 'Create termination request message', 'Premature termination of procedure phase' ) ) )")
('BPIC15_5_rev/process_tree_case_size_betwee_14_and_15_noise_20.svg', "->( 'Enter submission date request', 'OLO messages active', X( tau, ->( 'Applicant plays stakeholder role', 'Stop on request', 'Evaluate provisional charges' ) ), +( 'Produce procedure confirmation', *( 'Transmit confirmation receipt', tau ), 'Refer to the competent authority', 'Commence WABOprocedure', 'Ordinary procedure without MER', 'Step application received', ->( 'Update BAG administrator', 'Broadcast', 'Form publication document', +( 'Register publication date', X( tau, 'Review BAG items' ) ) ) ), 'Register senddate acknowledgement', X( tau, 'Permit not needed or only notification required', ->( 'Action by competent authority', 'Create termination request message', 'Premature termination of procedure phase' ) ) )")
('BPIC15_5_rev/process_tree_case_size_betwee_14_and_15_noise_40.svg', "->( 'Enter submission date request', 'OLO messages active', X( tau, ->( 'Applicant plays stakeholder role', 'Stop on request', 'Evaluate provisional charges' ) ), +( 'Produce procedure confirmation', 'Refer to the competent authority', 'Commence WABOprocedure', 'Ordinary procedure without MER', 'Step application received', ->( +( *( 'Transmit confirmation receipt', tau ), ->( 'Update BAG administrator', 'Broadcast', 'Form publication document' ) ), 'Register publication date' ) ), 'Register senddate acknowledgement', X( tau, 'Permit not needed or only notification required', ->( 'Action by competent authority', 'Create termination request message', 'Premature termination of procedure phase' ) ) )")
('BPIC15_5_rev/process_tree_case_size_betwee_14_and_15_noise_50.svg', "->( 'Enter submission date request', 'OLO messages active', X( tau, ->( 'Applicant plays stakeholder role', 'Stop on request', 'Evaluate provisional charges' ) ), +( 'Commence WABOprocedure', ->( +( 'Produce procedure confirmation', *( 'Transmit confirmation receipt', tau ), 'Refer to the competent authority', 'Ordinary procedure without MER', ->( 'Update BAG administrator', 'Broadcast', 'Form publication document' ) ), 'Step application received' ) ), 'Register senddate acknowledgement', X( tau, 'Permit not needed or only notification required', ->( 'Action by competent authority', 'Create termination request message', 'Premature termination of procedure phase' ) ) )")
('BPIC15_5_rev/process_tree_case_size_betwee_14_and_15_noise_80.svg', "->( 'Enter submission date request', 'OLO messages active', X( tau, ->( 'Applicant plays stakeholder role', 'Stop on request', 'Evaluate provisional charges' ) ), X( tau, +( 'Produce procedure confirmation', 'Refer to the competent authority', 'Commence WABOprocedure', 'Ordinary procedure without MER', *( *( 'Transmit confirmation receipt', tau ), ->( 'Update BAG administrator', 'Broadcast', 'Form publication document' ) ) ) ), 'Step application received', 'Register senddate acknowledgement', X( tau, 'Permit not needed or only notification required', ->( 'Action by competent authority', 'Create termination request message', 'Premature termination of procedure phase' ) ) )")
('BPIC15_5_rev/process_tree_case_size_betwee_14_and_15_noise_90.svg', "->( 'Enter submission date request', 'OLO messages active', X( tau, ->( 'Applicant plays stakeholder role', 'Stop on request', 'Evaluate provisional charges' ) ), X( tau, +( 'Produce procedure confirmation', 'Refer to the competent authority', 'Commence WABOprocedure', 'Ordinary procedure without MER', *( *( 'Transmit confirmation receipt', tau ), ->( 'Update BAG administrator', 'Broadcast', 'Form publication document' ) ) ) ), 'Step application received', 'Register senddate acknowledgement', X( 'Permit not needed or only notification required', ->( 'Action by competent authority', 'Create termination request message', 'Premature termination of procedure phase' ) ) )")
('BPIC15_5_rev/process_tree_case_size_betwee_14_and_16_noise_10.svg', "->( 'Enter submission date request', 'OLO messages active', +( X( tau, 'Register publication date' ), 'Refer to the competent authority', 'Ordinary procedure without MER', 'Step application received', ->( +( X( tau, 'Form publication document' ), ->( +( *( 'Transmit confirmation receipt', tau ), ->( X( tau, 'Applicant plays stakeholder role' ), X( tau, ->( 'Stop on request', X( tau, 'Evaluate provisional charges' ) ) ), *( X( 'Update BAG administrator', ->( X( 'Permit not needed or only notification required', ->( 'Produce procedure confirmation', X( tau, 'Broadcast' ), +( X( tau, 'Review BAG items' ), 'Commence WABOprocedure' ) ) ), X( tau, 'Register senddate acknowledgement' ) ) ), tau ) ) ), X( tau, 'Generate subcases completeness' ) ) ), X( tau, 'Resolve subcases completeness' ) ) ), X( tau, ->( 'Action by competent authority', 'Create termination request message', 'Premature termination of procedure phase' ), ->( 'Register the deadline', 'Phase procedure cancelled', 'Conclude the case' ) ) )")
('BPIC15_5_rev/process_tree_case_size_betwee_14_and_16_noise_20.svg', "->( 'Enter submission date request', 'OLO messages active', +( X( tau, 'Register publication date' ), 'Refer to the competent authority', 'Ordinary procedure without MER', 'Step application received', ->( +( X( tau, 'Form publication document' ), ->( +( *( 'Transmit confirmation receipt', tau ), ->( X( tau, ->( 'Applicant plays stakeholder role', 'Stop on request', X( tau, 'Evaluate provisional charges' ) ) ), X( tau, 'Permit not needed or only notification required' ), X( tau, 'Update BAG administrator' ), 'Produce procedure confirmation', 'Broadcast', +( X( tau, 'Review BAG items' ), 'Commence WABOprocedure' ) ) ), X( tau, 'Generate subcases completeness' ) ) ), X( tau, 'Resolve subcases completeness' ) ) ), 'Register senddate acknowledgement', X( tau, ->( 'Action by competent authority', 'Create termination request message', 'Premature termination of procedure phase' ), ->( 'Register the deadline', 'Phase procedure cancelled', 'Conclude the case' ) ) )")
('BPIC15_5_rev/process_tree_case_size_betwee_14_and_16_noise_30.svg', "->( 'Enter submission date request', 'OLO messages active', X( tau, ->( 'Applicant plays stakeholder role', 'Stop on request', X( 'Permit not needed or only notification required', ->( 'Evaluate provisional charges', X( tau, ->( 'MER noted', 'Regular procedural activities', 'Phased application' ) ) ) ) ) ), +( 'Register publication date', ->( +( *( 'Transmit confirmation receipt', tau ), ->( 'Refer to the competent authority', 'Update BAG administrator', 'Ordinary procedure without MER', 'Produce procedure confirmation', 'Broadcast', 'Form publication document', +( X( tau, 'Review BAG items' ), 'Commence WABOprocedure', 'Step application received' ) ) ), X( tau, 'Resolve subcases completeness' ) ) ), 'Register senddate acknowledgement', X( tau, ->( 'Action by competent authority', 'Create termination request message', 'Premature termination of procedure phase' ), ->( 'Register the deadline', 'Phase procedure cancelled', 'Conclude the case' ) ) )")
('BPIC15_5_rev/process_tree_case_size_betwee_14_and_16_noise_40.svg', "->( 'Enter submission date request', 'OLO messages active', X( tau, ->( 'Applicant plays stakeholder role', 'Stop on request', X( 'Permit not needed or only notification required', ->( 'Evaluate provisional charges', X( tau, ->( 'MER noted', 'Regular procedural activities', 'Phased application' ) ) ) ) ) ), +( *( 'Transmit confirmation receipt', tau ), ->( 'Refer to the competent authority', 'Update BAG administrator', 'Ordinary procedure without MER', 'Produce procedure confirmation', 'Broadcast', 'Form publication document', +( X( tau, 'Register publication date' ), 'Commence WABOprocedure', 'Step application received' ) ) ), 'Register senddate acknowledgement', X( tau, ->( 'Action by competent authority', 'Create termination request message', 'Premature termination of procedure phase' ), ->( 'Register the deadline', 'Phase procedure cancelled', 'Conclude the case' ) ) )")
('BPIC15_5_rev/process_tree_case_size_betwee_14_and_16_noise_50.svg', "->( 'Enter submission date request', 'OLO messages active', X( tau, ->( 'Applicant plays stakeholder role', 'Stop on request', X( 'Permit not needed or only notification required', ->( 'Evaluate provisional charges', 'MER noted', 'Regular procedural activities', 'Phased application' ) ) ) ), +( *( 'Transmit confirmation receipt', tau ), ->( 'Refer to the competent authority', 'Update BAG administrator', 'Ordinary procedure without MER', 'Produce procedure confirmation', 'Broadcast', 'Form publication document', +( X( tau, 'Register publication date' ), 'Commence WABOprocedure', 'Step application received' ) ) ), 'Register senddate acknowledgement', X( tau, ->( 'Action by competent authority', 'Create termination request message', 'Premature termination of procedure phase' ), ->( 'Register the deadline', 'Phase procedure cancelled', 'Conclude the case' ) ) )")
('BPIC15_5_rev/process_tree_case_size_betwee_14_and_16_noise_70.svg', "->( 'Enter submission date request', 'OLO messages active', X( tau, ->( 'Applicant plays stakeholder role', 'Stop on request', X( 'Permit not needed or only notification required', ->( 'Evaluate provisional charges', 'MER noted', 'Regular procedural activities', 'Phased application' ) ) ) ), +( *( 'Transmit confirmation receipt', tau ), ->( 'Refer to the competent authority', 'Update BAG administrator', 'Ordinary procedure without MER', 'Produce procedure confirmation', 'Broadcast', 'Form publication document', +( 'Commence WABOprocedure', 'Step application received' ) ) ), 'Register senddate acknowledgement', X( tau, ->( 'Action by competent authority', 'Create termination request message', 'Premature termination of procedure phase' ), ->( 'Register the deadline', 'Phase procedure cancelled', 'Conclude the case' ) ) )")
('BPIC15_5_rev/process_tree_case_size_betwee_14_and_16_noise_80.svg', "->( 'Enter submission date request', 'OLO messages active', X( tau, ->( X( tau, ->( 'Step application received', 'Applicant plays stakeholder role', 'Stop on request', X( ->( 'Permit not needed or only notification required', 'document senddate letter no permit or notification required', 'draft letter stating no permit required' ), ->( 'Evaluate provisional charges', 'MER noted', 'Regular procedural activities', 'Phased application' ) ) ) ), +( *( 'Transmit confirmation receipt', tau ), ->( 'Refer to the competent authority', 'Update BAG administrator', 'Ordinary procedure without MER', 'Produce procedure confirmation', 'Broadcast', 'Form publication document' ) ) ) ), X( tau, 'Resolve subcases completeness' ), 'Register publication date', 'Commence WABOprocedure', 'Register senddate acknowledgement', X( tau, ->( 'Action by competent authority', 'Create termination request message', 'Premature termination of procedure phase' ), ->( 'Register the deadline', 'Phase procedure cancelled', 'Conclude the case' ) ) )")
('BPIC15_5_rev/process_tree_case_size_betwee_14_and_16_noise_90.svg', "->( 'Enter submission date request', 'OLO messages active', X( tau, ->( 'Step application received', 'Applicant plays stakeholder role', 'Stop on request', X( ->( 'Permit not needed or only notification required', 'document senddate letter no permit or notification required', 'draft letter stating no permit required' ), ->( 'Evaluate provisional charges', 'MER noted', 'Regular procedural activities', 'Phased application' ) ), +( *( 'Transmit confirmation receipt', tau ), ->( 'Refer to the competent authority', 'Update BAG administrator', 'Ordinary procedure without MER', 'Produce procedure confirmation', 'Broadcast', 'Form publication document' ) ) ) ), X( tau, 'Resolve subcases completeness' ), 'Register publication date', 'Commence WABOprocedure', 'Register senddate acknowledgement', X( ->( 'Action by competent authority', 'Create termination request message', 'Premature termination of procedure phase' ), ->( 'Register the deadline', 'Phase procedure cancelled', 'Conclude the case' ) ) )")
('BPIC15_5_rev/process_tree_case_size_betwee_15_and_18_noise_10.svg', "->( +( X( tau, 'Commence WABOprocedure' ), 'Step application received', 'Enter submission date request', ->( +( X( tau, 'Register publication date' ), ->( +( X( tau, 'Register senddate acknowledgement' ), ->( 'OLO messages active', +( *( 'Transmit confirmation receipt', tau ), ->( +( X( tau, 'Applicant plays stakeholder role' ), ->( X( tau, ->( 'Forward procedure confirmation', 'Register senddate procedure confirmation', 'Retrieve missing data', 'Log date retrieve missing data' ) ), +( X( tau, 'Permit not needed or only notification required' ), ->( X( tau, ->( 'Stop on request', X( tau, 'Action by competent authority', ->( 'document senddate letter no permit or notification required', 'draft letter stating no permit required' ), 'Evaluate provisional charges' ) ) ), X( tau, 'Refer to the competent authority' ), X( tau, 'Log date termination request documented', 'Update BAG administrator' ), X( tau, ->( 'Ordinary procedure without MER', 'Produce procedure confirmation', X( tau, 'Broadcast' ) ) ) ) ) ) ), X( tau, 'Create termination request message', 'Inspect field for phased application', ->( X( tau, 'Generate subcases completeness' ), 'Form publication document', X( ->( X( tau, 'Revise procedure' ), X( tau, 'Resolve subcases completeness' ) ), 'Review BAG items' ) ) ) ) ), X( tau, 'Subcases completeness fulfilled' ) ) ), X( tau, 'Accomplish request' ) ) ), X( tau, +( X( tau, 'Log termination request senddate' ), ->( X( tau, ->( 'Terminate request notice', X( tau, ->( X( tau, 'Phase case dealt with' ), 'Premature termination of procedure phase' ) ) ) ), X( tau, +( 'Conclude the case', ->( X( tau, 'Terminate all running subcases 2b' ), +( 'Phase procedure cancelled', ->( X( tau, 'Case phase archived' ), 'Register the deadline' ) ) ) ) ) ) ) ) ) ), X( tau, 'Step application receptive' ) )")
('BPIC15_5_rev/process_tree_case_size_betwee_15_and_18_noise_20.svg', "->( 'Enter submission date request', 'OLO messages active', +( 'Commence WABOprocedure', 'Step application received', ->( +( X( tau, 'Register publication date' ), ->( +( *( 'Transmit confirmation receipt', tau ), ->( +( X( tau, 'Permit not needed or only notification required' ), ->( X( tau, 'Applicant plays stakeholder role' ), +( 'Register senddate acknowledgement', ->( X( tau, ->( 'Stop on request', X( tau, 'Action by competent authority', 'Evaluate provisional charges' ) ) ), 'Refer to the competent authority', X( tau, 'Log date termination request documented', 'Update BAG administrator' ), 'Ordinary procedure without MER', 'Produce procedure confirmation', X( tau, 'Broadcast' ), X( tau, ->( X( tau, 'Generate subcases completeness' ), 'Form publication document', X( ->( X( tau, 'Revise procedure' ), X( tau, 'Resolve subcases completeness' ) ), 'Review BAG items' ) ) ) ) ) ) ), X( tau, 'Create termination request message' ) ) ), X( tau, 'Accomplish request' ) ) ), X( tau, +( X( tau, 'Log termination request senddate' ), ->( X( tau, ->( 'Terminate request notice', X( tau, ->( X( tau, 'Phase case dealt with' ), 'Premature termination of procedure phase' ) ) ) ), X( tau, +( 'Conclude the case', ->( X( tau, 'Terminate all running subcases 2b' ), +( 'Phase procedure cancelled', ->( X( tau, 'Case phase archived' ), 'Register the deadline' ) ) ) ) ) ) ) ) ) ), X( tau, 'Step application receptive' ) )")
('BPIC15_5_rev/process_tree_case_size_betwee_15_and_18_noise_30.svg', "->( 'Enter submission date request', 'OLO messages active', +( 'Commence WABOprocedure', 'Step application received', ->( +( X( tau, 'Register publication date' ), ->( +( *( 'Transmit confirmation receipt', tau ), ->( X( tau, ->( 'Applicant plays stakeholder role', 'Stop on request' ) ), X( tau, 'Evaluate provisional charges' ), X( tau, 'Permit not needed or only notification required' ), X( tau, 'Action by competent authority' ), 'Refer to the competent authority', X( tau, 'Log date termination request documented', 'Update BAG administrator' ), 'Ordinary procedure without MER', 'Produce procedure confirmation', 'Broadcast', X( 'Create termination request message', ->( X( tau, 'Generate subcases completeness' ), 'Form publication document', X( ->( X( tau, 'Revise procedure' ), X( tau, 'Resolve subcases completeness' ) ), 'Review BAG items' ) ) ) ) ), X( tau, 'Accomplish request' ) ) ), X( tau, +( X( tau, 'Log termination request senddate' ), ->( 'Terminate request notice', X( tau, ->( X( tau, 'Phase case dealt with' ), 'Premature termination of procedure phase' ) ), +( 'Conclude the case', ->( X( tau, 'Terminate all running subcases 2b' ), +( 'Phase procedure cancelled', ->( X( tau, 'Case phase archived' ), 'Register the deadline' ) ) ) ) ) ) ) ) ), X( tau, 'Register senddate acknowledgement' ), X( tau, 'Step application receptive' ) )")
('BPIC15_5_rev/process_tree_case_size_betwee_15_and_18_noise_40.svg', "->( 'Enter submission date request', 'OLO messages active', +( 'Step application received', ->( +( *( 'Transmit confirmation receipt', tau ), ->( X( tau, ->( 'Applicant plays stakeholder role', 'Stop on request' ) ), X( tau, 'Evaluate provisional charges' ), X( tau, 'Permit not needed or only notification required' ), X( tau, 'Action by competent authority' ), 'Refer to the competent authority', X( 'Log date termination request documented', 'Update BAG administrator' ), 'Ordinary procedure without MER', 'Produce procedure confirmation', 'Broadcast', X( 'Create termination request message', ->( X( tau, 'Generate subcases completeness' ), 'Form publication document', X( ->( 'Revise procedure', 'Resolve subcases completeness' ), 'Review BAG items' ) ) ) ) ), X( tau, ->( X( tau, 'Accomplish request' ), 'Register publication date' ) ), X( tau, +( X( tau, 'Log termination request senddate' ), ->( 'Terminate request notice', X( tau, 'Phase case dealt with' ), 'Premature termination of procedure phase', +( 'Conclude the case', ->( X( tau, 'Terminate all running subcases 2b' ), +( 'Phase procedure cancelled', ->( X( tau, 'Case phase archived' ), 'Register the deadline' ) ) ) ) ) ) ) ) ), X( tau, 'Subcases completeness fulfilled' ), X( tau, 'Commence WABOprocedure' ), X( tau, 'Register senddate acknowledgement' ), X( tau, 'Step application receptive' ) )")
('BPIC15_5_rev/process_tree_case_size_betwee_15_and_18_noise_50.svg', "->( +( 'Commence WABOprocedure', 'Step application received', 'Enter submission date request', ->( 'OLO messages active', X( tau, ->( 'Applicant plays stakeholder role', X( tau, ->( 'Forward procedure confirmation', 'Register senddate procedure confirmation', 'Retrieve missing data', 'Log date retrieve missing data' ) ), 'Stop on request', X( 'Log date termination request documented', ->( 'Action by competent authority', 'Create termination request message' ), ->( 'Evaluate provisional charges', 'MER noted', 'Regular procedural activities', 'Phased application' ) ) ) ), X( tau, 'Permit not needed or only notification required' ), +( *( 'Transmit confirmation receipt', tau ), ->( 'Refer to the competent authority', 'Update BAG administrator', 'Ordinary procedure without MER', 'Produce procedure confirmation', 'Broadcast', 'Form publication document', 'Review BAG items' ) ), X( tau, 'Accomplish request' ), X( tau, 'Register publication date' ), X( tau, 'Subcases completeness fulfilled' ), 'Register senddate acknowledgement', X( tau, ->( X( tau, 'Log termination request senddate' ), 'Terminate request notice', X( 'Register the deadline', ->( 'Phase case dealt with', 'Premature termination of procedure phase', 'Terminate all running subcases 2b' ) ), 'Phase procedure cancelled', 'Conclude the case' ) ) ) ), X( tau, 'Step application receptive' ) )")
('BPIC15_5_rev/process_tree_case_size_betwee_15_and_18_noise_60.svg', "->( +( 'Commence WABOprocedure', 'Step application received', 'Enter submission date request', ->( 'OLO messages active', X( tau, ->( 'Applicant plays stakeholder role', X( tau, ->( 'Forward procedure confirmation', 'Register senddate procedure confirmation', 'Retrieve missing data', 'Log date retrieve missing data' ) ), 'Stop on request', X( 'Log date termination request documented', ->( 'Action by competent authority', 'Create termination request message' ), ->( 'Evaluate provisional charges', 'MER noted', 'Regular procedural activities', 'Phased application' ) ) ) ), X( tau, 'Permit not needed or only notification required' ), +( *( 'Transmit confirmation receipt', tau ), ->( 'Refer to the competent authority', 'Update BAG administrator', 'Ordinary procedure without MER', 'Produce procedure confirmation', 'Broadcast', 'Form publication document', 'Review BAG items' ) ), X( tau, 'Accomplish request' ), 'Register publication date', X( tau, 'Subcases completeness fulfilled' ), 'Register senddate acknowledgement', X( tau, ->( X( tau, 'Log termination request senddate' ), 'Terminate request notice', X( 'Register the deadline', ->( 'Phase case dealt with', 'Premature termination of procedure phase', 'Terminate all running subcases 2b' ) ), 'Phase procedure cancelled', 'Conclude the case' ) ) ) ), X( tau, 'Step application receptive' ) )")
('BPIC15_5_rev/process_tree_case_size_betwee_15_and_18_noise_70.svg', "->( +( 'Commence WABOprocedure', 'Step application received', 'Enter submission date request', ->( +( 'Register publication date', ->( 'OLO messages active', 'Applicant plays stakeholder role', X( tau, ->( 'Forward procedure confirmation', 'Register senddate procedure confirmation', 'Retrieve missing data', 'Log date retrieve missing data' ) ), 'Stop on request', X( 'Log date termination request documented', ->( 'Action by competent authority', 'Create termination request message' ), ->( 'Evaluate provisional charges', 'MER noted', 'Regular procedural activities', 'Phased application' ) ), X( tau, 'Permit not needed or only notification required' ), +( *( 'Transmit confirmation receipt', tau ), ->( 'Refer to the competent authority', 'Update BAG administrator', 'Ordinary procedure without MER', 'Produce procedure confirmation', 'Broadcast', 'Form publication document', 'Review BAG items' ) ), X( tau, 'Subcases completeness fulfilled' ), 'Register senddate acknowledgement', X( tau, 'Accomplish request' ) ) ), X( tau, ->( X( tau, 'Log termination request senddate' ), 'Terminate request notice', X( 'Register the deadline', ->( 'Phase case dealt with', 'Premature termination of procedure phase', 'Terminate all running subcases 2b' ) ), 'Phase procedure cancelled', 'Conclude the case' ) ) ) ), X( tau, 'Step application receptive' ) )")
('BPIC15_5_rev/process_tree_case_size_betwee_15_and_18_noise_80.svg', "->( +( 'Commence WABOprocedure', 'Step application received', 'Enter submission date request', ->( +( 'Register publication date', ->( X( tau, ->( 'OLO messages active', X( ->( 'Evaluate provisional charges', 'Permit not needed or only notification required' ), ->( 'Applicant plays stakeholder role', 'Forward procedure confirmation', 'Register senddate procedure confirmation', 'Retrieve missing data', 'Log date retrieve missing data', 'Stop on request' ) ), X( 'Action by competent authority', ->( 'document senddate letter no permit or notification required', 'draft letter stating no permit required' ) ), 'Refer to the competent authority', X( 'Log date termination request documented', 'Update BAG administrator' ), 'Ordinary procedure without MER', X( tau, ->( X( 'Mandatory Environmental Report required', 'MER noted' ), 'Regular procedural activities', 'Phased application' ) ), 'Produce procedure confirmation', 'Broadcast', X( 'Create termination request message', 'Inspect field for phased application', ->( 'Generate subcases completeness', 'Form publication document', 'Revise procedure', 'Resolve subcases completeness' ) ), 'Transmit confirmation receipt' ) ), X( tau, 'Accomplish request' ) ) ), 'Log termination request senddate', 'Terminate request notice', X( 'Register the deadline', ->( 'Phase case dealt with', 'Premature termination of procedure phase', 'Terminate all running subcases 2b' ) ), 'Phase procedure cancelled', 'Conclude the case' ) ), X( tau, 'Step application receptive' ) )")
