visualization_filename, serialization
('BPIC15_2_rev/process_tree_case_size_betwee_13_and_14_noise_20.svg', "->( 'Log submission date request', +( 'Stage application received', X( tau, 'Log date termination request received' ), ->( +( X( tau, 'Log deadline' ), ->( +( 'Record senddate acknowledgement', ->( 'OLO communication active', +( 'Standard procedure without MER', ->( +( *( 'Dispatch confirmation receipt', tau ), ->( X( tau, 'Applicant is a stakeholder' ), X( tau, ->( 'End on request', X( tau, 'Compute provisional charges' ) ) ), 'Send to the competent authority', X( tau, 'Notify BAG administrator' ), X( tau, +( 'Begin WABOprocedure', ->( 'Generate procedure confirmation', X( tau, 'Release' ) ) ) ) ) ), X( tau, 'Inspect BAG objects' ) ) ) ) ), X( tau, ->( X( tau, ->( 'Competent authority initiative', 'Create terminate request message', 'Check publication date field' ), ->( X( tau, 'phase demands only notification' ), +( 'log senddate letter no permit or notification needed', 'draft letter for no permit or notification required' ) ) ), 'Phase procedure cancelled' ) ) ) ), X( tau, 'Prematurely terminated phase procedure' ) ) ), X( tau, 'Close the case', ->( 'MER included', 'Regular procedure activities', 'Phased application' ), ->( +( 'Record senddate procedure confirmation', 'Dispatch procedure confirmation' ), X( tau, ->( 'Extend procedure duration', 'Log date publication' ) ) ) ) )")
('BPIC15_2_rev/process_tree_case_size_betwee_13_and_14_noise_30.svg', "->( 'Log submission date request', +( 'Stage application received', X( tau, 'Log date termination request received' ), ->( +( X( tau, 'Log deadline' ), ->( +( 'Record senddate acknowledgement', ->( 'OLO communication active', X( tau, +( *( 'Dispatch confirmation receipt', tau ), ->( X( tau, 'Applicant is a stakeholder' ), X( tau, ->( 'End on request', X( tau, 'Compute provisional charges' ) ) ), 'Send to the competent authority', X( tau, 'Notify BAG administrator' ), 'Standard procedure without MER', X( tau, +( 'Begin WABOprocedure', ->( 'Generate procedure confirmation', X( tau, 'Release' ) ) ) ) ) ) ) ) ), X( tau, ->( X( tau, ->( X( tau, 'phase demands only notification' ), +( 'log senddate letter no permit or notification needed', 'draft letter for no permit or notification required' ) ) ), 'Phase procedure cancelled' ) ) ) ), X( tau, 'Prematurely terminated phase procedure' ) ) ), X( tau, 'Close the case', ->( 'MER included', 'Regular procedure activities', 'Phased application' ), ->( +( 'Record senddate procedure confirmation', 'Dispatch procedure confirmation' ), X( tau, ->( 'Extend procedure duration', 'Log date publication' ) ) ) ) )")
('BPIC15_2_rev/process_tree_case_size_betwee_13_and_14_noise_40.svg', "->( 'Log submission date request', X( ->( 'Log date termination request received', 'Record senddate termination request' ), 'OLO communication active' ), +( 'Stage application received', *( ->( X( tau, ->( 'End on request', X( tau, 'Compute provisional charges' ) ) ), *( 'Dispatch confirmation receipt', tau ), X( tau, 'Record senddate acknowledgement' ), X( tau, ->( 'Send to the competent authority', X( tau, 'Notify BAG administrator' ) ) ), X( tau, ->( 'Standard procedure without MER', +( 'Begin WABOprocedure', ->( 'Generate procedure confirmation', X( tau, 'Release' ) ) ) ) ), X( tau, 'Applicant is a stakeholder' ) ), tau ) ), X( tau, 'Close the case', ->( 'MER included', 'Regular procedure activities', 'Phased application' ), ->( +( 'Record senddate procedure confirmation', 'Dispatch procedure confirmation' ), X( tau, ->( 'Extend procedure duration', 'Log date publication' ) ) ) ) )")
('BPIC15_2_rev/process_tree_case_size_betwee_13_and_14_noise_50.svg', "->( 'Log submission date request', +( 'Stage application received', X( tau, 'Log date termination request received' ), ->( +( X( tau, 'Log deadline' ), ->( X( tau, ->( 'OLO communication active', *( ->( *( 'Dispatch confirmation receipt', tau ), X( 'Applicant is a stakeholder', 'Record senddate acknowledgement' ), X( tau, ->( 'End on request', 'Compute provisional charges' ) ), 'Send to the competent authority', X( tau, 'Notify BAG administrator' ), 'Standard procedure without MER', X( tau, ->( 'Generate procedure confirmation', 'Release', 'Begin WABOprocedure' ) ) ), tau ) ) ), X( tau, ->( X( ->( 'submit request towards the competent authority', 'send transcript to stakeholders' ), ->( 'Competent authority initiative', 'Create terminate request message', 'Check publication date field' ), ->( 'phase demands only notification', +( 'log senddate letter no permit or notification needed', 'draft letter for no permit or notification required' ) ) ), 'Phase procedure cancelled' ) ) ) ), X( tau, 'Prematurely terminated phase procedure' ) ) ), X( tau, 'Close the case', ->( 'MER included', 'Regular procedure activities', 'Phased application' ), ->( +( 'Record senddate procedure confirmation', 'Dispatch procedure confirmation' ), 'Extend procedure duration', 'Log date publication' ) ) )")
('BPIC15_2_rev/process_tree_case_size_betwee_13_and_14_noise_60.svg', "->( 'Log submission date request', +( 'Stage application received', X( tau, 'Log date termination request received' ), ->( +( X( tau, 'Log deadline' ), ->( X( tau, ->( 'OLO communication active', X( tau, ->( X( tau, 'Record senddate termination request' ), +( *( 'Dispatch confirmation receipt', tau ), ->( +( 'Applicant is a stakeholder', 'End on request' ), 'Compute provisional charges', 'Send to the competent authority', X( tau, 'Notify BAG administrator' ), 'Standard procedure without MER', 'Generate procedure confirmation', 'Release', 'Begin WABOprocedure' ) ) ) ), X( tau, 'Record senddate acknowledgement' ) ) ), X( tau, ->( X( ->( 'submit request towards the competent authority', 'send transcript to stakeholders' ), ->( 'Competent authority initiative', 'Create terminate request message', 'Check publication date field' ), ->( 'phase demands only notification', +( 'log senddate letter no permit or notification needed', 'draft letter for no permit or notification required' ) ) ), 'Phase procedure cancelled' ) ) ) ), X( tau, 'Prematurely terminated phase procedure' ) ) ), X( tau, 'Close the case', ->( 'MER included', 'Regular procedure activities', 'Phased application' ), ->( +( 'Record senddate procedure confirmation', 'Dispatch procedure confirmation' ), 'Extend procedure duration', 'Log date publication' ) ) )")
('BPIC15_2_rev/process_tree_case_size_betwee_13_and_14_noise_70.svg', "->( 'Log submission date request', X( tau, ->( 'OLO communication active', +( 'Stage application received', *( 'Dispatch confirmation receipt', tau ), ->( X( tau, ->( 'document senddate for letter to stakeholders', 'log the senddate for letter to the authority' ) ), +( X( tau, 'Log date termination request received' ), ->( +( X( tau, 'Log deadline' ), ->( X( tau, ->( X( tau, 'Record senddate termination request' ), 'Applicant is a stakeholder', X( tau, 'Terminate request message' ), 'End on request', 'Compute provisional charges', 'Send to the competent authority', X( tau, 'Notify BAG administrator' ), 'Standard procedure without MER' ) ), X( ->( 'submit request towards the competent authority', 'send transcript to stakeholders' ), ->( 'Competent authority initiative', 'Create terminate request message', 'Check publication date field' ), ->( 'phase demands only notification', +( 'log senddate letter no permit or notification needed', 'draft letter for no permit or notification required' ) ) ), 'Phase procedure cancelled' ) ), X( tau, 'Prematurely terminated phase procedure' ) ) ), 'Generate procedure confirmation', 'Release', 'Begin WABOprocedure' ) ) ) ), X( tau, 'Close the case', ->( 'MER included', 'Regular procedure activities', 'Phased application' ), ->( +( 'Record senddate procedure confirmation', 'Dispatch procedure confirmation' ), 'Extend procedure duration', 'Log date publication' ) ) )")
('BPIC15_2_rev/process_tree_case_size_betwee_13_and_14_noise_80.svg', "->( 'Log submission date request', X( tau, ->( 'OLO communication active', +( 'Stage application received', *( 'Dispatch confirmation receipt', tau ), ->( X( tau, ->( 'document senddate for letter to stakeholders', 'log the senddate for letter to the authority' ) ), +( X( tau, 'Log date termination request received' ), ->( +( 'Log deadline', ->( X( tau, ->( X( tau, 'Record senddate termination request' ), 'Applicant is a stakeholder', X( tau, 'Terminate request message' ), 'End on request', 'Compute provisional charges', 'Send to the competent authority', 'Notify BAG administrator', 'Standard procedure without MER' ) ), X( ->( 'submit request towards the competent authority', 'send transcript to stakeholders' ), ->( 'Competent authority initiative', 'Create terminate request message', 'Check publication date field' ), ->( 'phase demands only notification', +( 'log senddate letter no permit or notification needed', 'draft letter for no permit or notification required' ) ) ), 'Phase procedure cancelled' ) ), X( tau, 'Prematurely terminated phase procedure' ) ) ), 'Generate procedure confirmation', 'Release', 'Begin WABOprocedure' ) ) ) ), X( 'Close the case', ->( 'MER included', 'Regular procedure activities', 'Phased application' ), ->( +( 'Record senddate procedure confirmation', 'Dispatch procedure confirmation' ), 'Extend procedure duration', 'Log date publication' ) ) )")
('BPIC15_2_rev/process_tree_case_size_betwee_13_and_14_noise_90.svg', "->( 'Log submission date request', X( tau, ->( 'OLO communication active', +( 'Stage application received', *( 'Dispatch confirmation receipt', tau ), ->( X( tau, ->( 'document senddate for letter to stakeholders', 'log the senddate for letter to the authority' ) ), +( 'Log date termination request received', ->( +( 'Log deadline', ->( X( tau, ->( 'Record senddate termination request', 'Applicant is a stakeholder', 'Terminate request message', 'End on request', 'Compute provisional charges', 'Send to the competent authority', 'Notify BAG administrator', 'Standard procedure without MER' ) ), X( ->( 'submit request towards the competent authority', 'send transcript to stakeholders' ), ->( 'Competent authority initiative', 'Create terminate request message', 'Check publication date field' ), ->( 'phase demands only notification', +( 'log senddate letter no permit or notification needed', 'draft letter for no permit or notification required' ) ) ), 'Phase procedure cancelled' ) ), X( tau, 'Prematurely terminated phase procedure' ) ) ), 'Generate procedure confirmation', 'Release', 'Begin WABOprocedure' ) ) ) ), X( 'Close the case', ->( 'MER included', 'Regular procedure activities', 'Phased application' ), ->( +( 'Record senddate procedure confirmation', 'Dispatch procedure confirmation' ), 'Extend procedure duration', 'Log date publication' ) ) )")
('BPIC15_2_rev/process_tree_case_size_betwee_14_and_14_noise_10.svg', "->( 'Log submission date request', +( 'Record senddate acknowledgement', ->( X( tau, 'OLO communication active' ), +( 'Stage application received', *( 'Dispatch confirmation receipt', tau ), ->( X( tau, ->( 'document senddate for letter to stakeholders', 'log the senddate for letter to the authority' ) ), +( X( tau, 'Log deadline' ), ->( +( X( tau, 'Record senddate termination request' ), ->( +( X( tau, 'Applicant is a stakeholder' ), ->( +( X( tau, 'End on request' ), ->( X( tau, ->( 'Send to the competent authority', X( tau, 'Standard procedure without MER' ) ) ), X( tau, 'Log date termination request received' ) ) ), X( tau, 'No permit required or only notification needed' ) ) ), X( tau, 'Terminate request message' ) ) ), X( tau, ->( X( tau, ->( 'submit request towards the competent authority', 'send transcript to stakeholders' ), ->( 'phase demands only notification', 'log senddate letter no permit or notification needed', 'draft letter for no permit or notification required' ) ), 'Phase procedure cancelled' ) ) ) ) ) ) ) ), X( tau, 'Close the case', ->( 'Record senddate procedure confirmation', 'Dispatch procedure confirmation', 'Extend procedure duration', 'Log date publication' ) ) )")
('BPIC15_2_rev/process_tree_case_size_betwee_14_and_14_noise_20.svg', "->( 'Log submission date request', +( 'Record senddate acknowledgement', ->( 'OLO communication active', +( 'Stage application received', *( 'Dispatch confirmation receipt', tau ), ->( X( tau, ->( 'document senddate for letter to stakeholders', 'log the senddate for letter to the authority' ) ), +( 'Log deadline', ->( +( X( tau, 'Record senddate termination request' ), ->( +( X( tau, 'Applicant is a stakeholder' ), ->( +( X( tau, 'End on request' ), ->( 'Send to the competent authority', X( tau, 'Standard procedure without MER' ), X( tau, 'Log date termination request received' ) ) ), X( tau, 'No permit required or only notification needed' ) ) ), X( tau, 'Terminate request message' ) ) ), X( tau, ->( 'submit request towards the competent authority', 'send transcript to stakeholders' ), ->( 'phase demands only notification', 'log senddate letter no permit or notification needed', 'draft letter for no permit or notification required' ) ), 'Phase procedure cancelled' ) ) ) ) ) ), X( tau, 'Close the case', ->( 'Record senddate procedure confirmation', 'Dispatch procedure confirmation', 'Extend procedure duration', 'Log date publication' ) ) )")
('BPIC15_2_rev/process_tree_case_size_betwee_14_and_14_noise_30.svg', "->( 'Log submission date request', +( 'Record senddate acknowledgement', ->( 'OLO communication active', +( 'Stage application received', *( 'Dispatch confirmation receipt', tau ), ->( X( tau, ->( 'document senddate for letter to stakeholders', 'log the senddate for letter to the authority' ) ), +( 'Log deadline', ->( +( X( tau, 'Record senddate termination request' ), ->( +( X( tau, 'Applicant is a stakeholder' ), ->( +( X( tau, 'End on request' ), ->( 'Send to the competent authority', 'Standard procedure without MER', X( tau, 'Log date termination request received' ) ) ), X( tau, 'No permit required or only notification needed' ) ) ), X( tau, 'Terminate request message' ) ) ), X( tau, ->( 'submit request towards the competent authority', 'send transcript to stakeholders' ), ->( 'phase demands only notification', 'log senddate letter no permit or notification needed', 'draft letter for no permit or notification required' ) ), 'Phase procedure cancelled' ) ) ) ) ) ), X( tau, 'Close the case', ->( 'Record senddate procedure confirmation', 'Dispatch procedure confirmation', 'Extend procedure duration', 'Log date publication' ) ) )")
('BPIC15_2_rev/process_tree_case_size_betwee_14_and_14_noise_40.svg', "->( 'Log submission date request', +( 'Record senddate acknowledgement', ->( 'OLO communication active', +( 'Stage application received', 'Log deadline', ->( +( X( tau, 'Record senddate termination request' ), ->( *( ->( +( *( 'Dispatch confirmation receipt', tau ), ->( X( tau, 'Applicant is a stakeholder' ), +( 'End on request', ->( 'Send to the competent authority', 'Standard procedure without MER', X( tau, 'Log date termination request received' ) ) ) ) ), X( tau, 'No permit required or only notification needed' ) ), tau ), X( tau, 'Terminate request message' ) ) ), X( tau, ->( 'phase demands only notification', 'log senddate letter no permit or notification needed', 'draft letter for no permit or notification required' ) ), 'Phase procedure cancelled' ) ) ) ), X( 'Close the case', ->( 'Record senddate procedure confirmation', 'Dispatch procedure confirmation', 'Extend procedure duration', 'Log date publication' ) ) )")
('BPIC15_2_rev/process_tree_case_size_betwee_14_and_14_noise_50.svg', "->( 'Log submission date request', 'OLO communication active', +( 'Stage application received', 'Record senddate acknowledgement', ->( X( tau, ->( 'Log date termination request received', 'Record senddate termination request' ) ), +( *( 'Dispatch confirmation receipt', tau ), ->( X( 'End on request', ->( 'Send to the competent authority', 'Standard procedure without MER' ) ), X( tau, 'No permit required or only notification needed' ) ) ) ) ), X( ->( 'submit request towards the competent authority', 'send transcript to stakeholders' ), ->( 'phase demands only notification', 'log senddate letter no permit or notification needed', 'draft letter for no permit or notification required' ) ), 'Phase procedure cancelled', 'Log deadline', X( 'Close the case', ->( 'Record senddate procedure confirmation', 'Dispatch procedure confirmation', 'Extend procedure duration', 'Log date publication' ) ) )")
('BPIC15_2_rev/process_tree_case_size_betwee_14_and_14_noise_60.svg', "->( 'Log submission date request', 'OLO communication active', +( 'Stage application received', 'Record senddate acknowledgement', ->( X( tau, ->( 'Log date termination request received', 'Record senddate termination request' ) ), +( *( 'Dispatch confirmation receipt', tau ), ->( X( 'End on request', ->( 'Send to the competent authority', 'Standard procedure without MER' ) ), 'No permit required or only notification needed' ) ) ) ), X( ->( 'submit request towards the competent authority', 'send transcript to stakeholders' ), ->( 'phase demands only notification', 'log senddate letter no permit or notification needed', 'draft letter for no permit or notification required' ) ), 'Phase procedure cancelled', 'Log deadline', X( 'Close the case', ->( 'Record senddate procedure confirmation', 'Dispatch procedure confirmation', 'Extend procedure duration', 'Log date publication' ) ) )")
('BPIC15_2_rev/process_tree_case_size_betwee_14_and_14_noise_70.svg', "->( 'Log submission date request', 'OLO communication active', 'Record senddate acknowledgement', +( 'Stage application received', ->( X( tau, ->( 'Log date termination request received', 'Record senddate termination request' ) ), +( *( 'Dispatch confirmation receipt', tau ), ->( X( 'End on request', ->( 'Send to the competent authority', 'Standard procedure without MER' ) ), 'No permit required or only notification needed' ) ) ) ), X( ->( 'submit request towards the competent authority', 'send transcript to stakeholders' ), ->( 'phase demands only notification', 'log senddate letter no permit or notification needed', 'draft letter for no permit or notification required' ) ), 'Phase procedure cancelled', 'Log deadline', X( 'Close the case', ->( 'Record senddate procedure confirmation', 'Dispatch procedure confirmation', 'Extend procedure duration', 'Log date publication' ) ) )")
('BPIC15_2_rev/process_tree_case_size_betwee_14_and_14_noise_80.svg', "->( 'Log submission date request', 'OLO communication active', 'Record senddate acknowledgement', +( 'Stage application received', ->( 'Log date termination request received', 'Record senddate termination request', +( *( 'Dispatch confirmation receipt', tau ), ->( X( 'End on request', ->( 'Send to the competent authority', 'Standard procedure without MER' ) ), 'No permit required or only notification needed' ) ) ) ), X( ->( 'submit request towards the competent authority', 'send transcript to stakeholders' ), ->( 'phase demands only notification', 'log senddate letter no permit or notification needed', 'draft letter for no permit or notification required' ) ), 'Phase procedure cancelled', 'Log deadline', X( 'Close the case', ->( 'Record senddate procedure confirmation', 'Dispatch procedure confirmation', 'Extend procedure duration', 'Log date publication' ) ) )")
('BPIC15_2_rev/process_tree_case_size_betwee_14_and_15_noise_10.svg', "->( 'Log submission date request', +( 'Record senddate acknowledgement', ->( X( tau, 'OLO communication active' ), +( 'Stage application received', *( 'Dispatch confirmation receipt', tau ), ->( X( tau, ->( 'document senddate for letter to stakeholders', 'log the senddate for letter to the authority' ) ), +( X( tau, 'Log deadline' ), ->( +( X( tau, 'Record senddate termination request' ), ->( *( ->( X( tau, 'Applicant is a stakeholder' ), +( X( tau, 'End on request' ), ->( X( tau, 'Send to the competent authority' ), X( tau, 'Standard procedure without MER' ), X( tau, 'Log date termination request received' ) ) ), X( tau, 'Notify BAG administrator' ), X( tau, 'No permit required or only notification needed' ) ), tau ), X( tau, 'Terminate request message' ) ) ), X( tau, ->( X( tau, ->( 'submit request towards the competent authority', 'send transcript to stakeholders' ), ->( 'phase demands only notification', 'log senddate letter no permit or notification needed', 'draft letter for no permit or notification required' ) ), 'Phase procedure cancelled' ) ) ) ), X( tau, ->( X( 'Mandatory Environmental Report required', ->( 'MER included', 'Inspect BAG objects' ) ), 'Regular procedure activities', 'Phased application', X( tau, ->( 'Generate procedure confirmation', 'Release', 'Check field phased application', 'Begin WABOprocedure' ) ) ) ) ) ) ) ), X( tau, 'Close the case', ->( 'Record senddate procedure confirmation', 'Dispatch procedure confirmation', X( 'Extend procedure duration', ->( 'Subcases completeness achieved', 'Handle subcases completeness', 'Modify procedure' ) ), 'Log date publication' ) ) )")
('BPIC15_2_rev/process_tree_case_size_betwee_14_and_15_noise_20.svg', "->( 'Log submission date request', +( 'Record senddate acknowledgement', ->( 'OLO communication active', +( 'Stage application received', *( 'Dispatch confirmation receipt', tau ), ->( +( X( tau, 'Log deadline' ), ->( +( X( tau, 'Record senddate termination request' ), ->( *( ->( X( tau, 'Applicant is a stakeholder' ), +( X( tau, 'End on request' ), ->( 'Send to the competent authority', X( tau, 'Standard procedure without MER' ), X( tau, 'Log date termination request received' ) ) ), X( tau, 'Notify BAG administrator' ), X( tau, 'No permit required or only notification needed' ) ), tau ), X( tau, 'Terminate request message' ) ) ), X( tau, ->( X( tau, ->( 'phase demands only notification', 'log senddate letter no permit or notification needed', 'draft letter for no permit or notification required' ) ), 'Phase procedure cancelled' ) ) ) ), X( tau, ->( X( 'Mandatory Environmental Report required', ->( 'MER included', 'Inspect BAG objects' ) ), 'Regular procedure activities', 'Phased application', X( tau, ->( 'Generate procedure confirmation', 'Release', 'Check field phased application' ) ) ) ) ) ) ) ), X( tau, 'Close the case', ->( 'Record senddate procedure confirmation', 'Dispatch procedure confirmation', X( 'Extend procedure duration', ->( 'Subcases completeness achieved', 'Handle subcases completeness', 'Modify procedure' ) ), 'Log date publication' ) ) )")
('BPIC15_2_rev/process_tree_case_size_betwee_14_and_15_noise_30.svg', "->( 'Log submission date request', +( 'Record senddate acknowledgement', ->( 'OLO communication active', +( 'Stage application received', *( 'Dispatch confirmation receipt', tau ), ->( +( X( tau, 'Log deadline' ), ->( +( X( tau, 'Record senddate termination request' ), ->( *( ->( X( tau, 'Applicant is a stakeholder' ), +( X( tau, 'End on request' ), ->( 'Send to the competent authority', 'Standard procedure without MER', X( tau, 'Log date termination request received' ) ) ), X( tau, 'Notify BAG administrator' ), X( tau, 'No permit required or only notification needed' ) ), tau ), X( tau, 'Terminate request message' ) ) ), X( tau, ->( X( tau, ->( 'phase demands only notification', 'log senddate letter no permit or notification needed', 'draft letter for no permit or notification required' ) ), 'Phase procedure cancelled' ) ) ) ), X( tau, ->( X( 'Mandatory Environmental Report required', ->( 'MER included', 'Inspect BAG objects' ) ), 'Regular procedure activities', 'Phased application', X( tau, ->( 'Generate procedure confirmation', 'Release', 'Check field phased application' ) ) ) ) ) ) ) ), X( tau, 'Close the case', ->( 'Record senddate procedure confirmation', 'Dispatch procedure confirmation', X( 'Extend procedure duration', ->( 'Subcases completeness achieved', 'Handle subcases completeness', 'Modify procedure' ) ), 'Log date publication' ) ) )")
('BPIC15_2_rev/process_tree_case_size_betwee_14_and_15_noise_40.svg', "->( 'Log submission date request', X( tau, ->( X( 'Mandatory Environmental Report required', ->( 'Notify BAG administrator', 'No permit required or only notification needed', 'Applicant is a stakeholder', 'MER included', 'Inspect BAG objects' ) ), 'Regular procedure activities', 'Phased application', X( tau, ->( 'Generate procedure confirmation', 'Release', 'Check field phased application' ) ) ) ), +( 'Record senddate acknowledgement', ->( 'OLO communication active', 'Stage application received', *( 'Dispatch confirmation receipt', tau ) ) ), X( tau, ->( 'document senddate for letter to stakeholders', 'log the senddate for letter to the authority' ) ), 'Send to the competent authority', 'Standard procedure without MER', X( tau, ->( 'End on request', 'Log date termination request received', 'Terminate request message', 'Record senddate termination request' ) ), X( tau, ->( 'submit request towards the competent authority', 'send transcript to stakeholders' ), ->( 'phase demands only notification', 'log senddate letter no permit or notification needed', 'draft letter for no permit or notification required' ) ), +( 'Phase procedure cancelled', 'Log deadline' ), X( 'Close the case', ->( 'Record senddate procedure confirmation', 'Dispatch procedure confirmation', X( 'Extend procedure duration', ->( 'Subcases completeness achieved', 'Handle subcases completeness', 'Modify procedure' ) ), 'Log date publication' ) ) )")
('BPIC15_2_rev/process_tree_case_size_betwee_14_and_15_noise_50.svg', "->( 'Log submission date request', X( tau, ->( X( 'Mandatory Environmental Report required', ->( 'Notify BAG administrator', 'No permit required or only notification needed', 'Applicant is a stakeholder', 'MER included', 'Inspect BAG objects' ) ), 'Regular procedure activities', 'Phased application', 'Generate procedure confirmation', 'Release', 'Check field phased application' ) ), +( 'Record senddate acknowledgement', ->( 'OLO communication active', 'Stage application received', *( 'Dispatch confirmation receipt', tau ) ) ), X( tau, ->( 'document senddate for letter to stakeholders', 'log the senddate for letter to the authority' ) ), 'Send to the competent authority', 'Standard procedure without MER', X( tau, ->( 'End on request', 'Log date termination request received', 'Terminate request message', 'Record senddate termination request' ) ), X( tau, ->( 'submit request towards the competent authority', 'send transcript to stakeholders' ), ->( 'phase demands only notification', 'log senddate letter no permit or notification needed', 'draft letter for no permit or notification required' ) ), +( 'Phase procedure cancelled', 'Log deadline' ), X( 'Close the case', ->( 'Record senddate procedure confirmation', 'Dispatch procedure confirmation', X( 'Extend procedure duration', ->( 'Subcases completeness achieved', 'Handle subcases completeness', 'Modify procedure' ) ), 'Log date publication' ) ) )")
('BPIC15_2_rev/process_tree_case_size_betwee_14_and_15_noise_60.svg', "->( 'Log submission date request', X( tau, ->( X( 'Mandatory Environmental Report required', ->( 'Notify BAG administrator', 'No permit required or only notification needed', 'Applicant is a stakeholder', 'MER included', 'Inspect BAG objects' ) ), 'Regular procedure activities', 'Phased application', 'Generate procedure confirmation', 'Release', 'Check field phased application' ) ), +( 'Record senddate acknowledgement', ->( 'OLO communication active', 'Stage application received', *( 'Dispatch confirmation receipt', tau ) ) ), X( tau, ->( 'document senddate for letter to stakeholders', 'log the senddate for letter to the authority' ) ), 'Send to the competent authority', 'Standard procedure without MER', 'End on request', 'Log date termination request received', 'Terminate request message', 'Record senddate termination request', X( tau, ->( 'submit request towards the competent authority', 'send transcript to stakeholders' ), ->( 'phase demands only notification', 'log senddate letter no permit or notification needed', 'draft letter for no permit or notification required' ) ), +( 'Phase procedure cancelled', 'Log deadline' ), X( 'Close the case', ->( 'Record senddate procedure confirmation', 'Dispatch procedure confirmation', X( 'Extend procedure duration', ->( 'Subcases completeness achieved', 'Handle subcases completeness', 'Modify procedure' ) ), 'Log date publication' ) ) )")
('BPIC15_2_rev/process_tree_case_size_betwee_14_and_15_noise_70.svg', "->( 'Log submission date request', X( tau, ->( X( 'Mandatory Environmental Report required', ->( 'Notify BAG administrator', 'No permit required or only notification needed', 'Applicant is a stakeholder', 'MER included', 'Inspect BAG objects' ) ), 'Regular procedure activities', 'Phased application', 'Generate procedure confirmation', 'Release', 'Check field phased application' ) ), 'Record senddate acknowledgement', 'OLO communication active', 'Stage application received', *( 'Dispatch confirmation receipt', tau ), X( tau, ->( 'document senddate for letter to stakeholders', 'log the senddate for letter to the authority' ) ), 'Send to the competent authority', 'Standard procedure without MER', 'End on request', 'Log date termination request received', 'Terminate request message', 'Record senddate termination request', X( ->( 'submit request towards the competent authority', 'send transcript to stakeholders' ), ->( 'phase demands only notification', 'log senddate letter no permit or notification needed', 'draft letter for no permit or notification required' ) ), 'Phase procedure cancelled', 'Log deadline', X( 'Close the case', ->( 'Record senddate procedure confirmation', 'Dispatch procedure confirmation', X( 'Extend procedure duration', ->( 'Subcases completeness achieved', 'Handle subcases completeness', 'Modify procedure' ) ), 'Log date publication' ) ) )")
('BPIC15_2_rev/process_tree_case_size_betwee_14_and_15_noise_80.svg', "->( 'Log submission date request', 'Record senddate acknowledgement', X( 'Mandatory Environmental Report required', 'OLO communication active', ->( 'Notify BAG administrator', 'No permit required or only notification needed', 'Applicant is a stakeholder', 'MER included', 'Inspect BAG objects' ) ), 'Regular procedure activities', 'Phased application', 'Generate procedure confirmation', 'Release', 'Check field phased application', 'Stage application received', X( tau, 'Begin WABOprocedure' ), *( 'Dispatch confirmation receipt', tau ), X( tau, ->( 'document senddate for letter to stakeholders', 'log the senddate for letter to the authority' ) ), 'Send to the competent authority', 'Standard procedure without MER', 'End on request', 'Log date termination request received', 'Terminate request message', 'Record senddate termination request', X( ->( 'submit request towards the competent authority', 'send transcript to stakeholders' ), ->( 'phase demands only notification', 'log senddate letter no permit or notification needed', 'draft letter for no permit or notification required' ) ), 'Phase procedure cancelled', 'Log deadline', X( 'Close the case', ->( 'Record senddate procedure confirmation', 'Dispatch procedure confirmation', X( 'Extend procedure duration', ->( 'Subcases completeness achieved', 'Handle subcases completeness', 'Modify procedure' ) ), 'Log date publication' ) ) )")
('BPIC15_2_rev/process_tree_case_size_betwee_14_and_15_noise_90.svg', "->( 'Log submission date request', 'Record senddate acknowledgement', X( 'Mandatory Environmental Report required', 'OLO communication active', ->( 'Notify BAG administrator', 'No permit required or only notification needed', 'Applicant is a stakeholder', 'MER included', 'Inspect BAG objects' ) ), 'Regular procedure activities', 'Phased application', 'Generate procedure confirmation', 'Release', 'Check field phased application', 'Stage application received', 'Begin WABOprocedure', *( 'Dispatch confirmation receipt', tau ), 'document senddate for letter to stakeholders', 'log the senddate for letter to the authority', 'Send to the competent authority', 'Standard procedure without MER', 'End on request', 'Log date termination request received', 'Terminate request message', 'Record senddate termination request', X( ->( 'submit request towards the competent authority', 'send transcript to stakeholders' ), ->( 'phase demands only notification', 'log senddate letter no permit or notification needed', 'draft letter for no permit or notification required' ) ), 'Phase procedure cancelled', 'Log deadline', X( 'Close the case', ->( 'Record senddate procedure confirmation', 'Dispatch procedure confirmation', X( 'Extend procedure duration', ->( 'Subcases completeness achieved', 'Handle subcases completeness', 'Modify procedure' ) ), 'Log date publication' ) ) )")
