visualization_filename, serialization
('BPIC15_4_rev/process_tree_case_size_betwee_14_and_14_noise_50.svg', "->( 'Input submission date request', 'OLO messaging live', 'Provide confirmation receipt', 'Applicant considered stakeholder', X( tau, 'Assess provisional charges' ), 'Transfer to the competent authority', 'Alert BAG administrator', 'Phase of application received', X( tau, ->( 'Routine procedure without MER', 'MER listed', 'Routine procedure activities', 'Inspect field phased application', 'Initiate WABOprocedure', 'Draft procedure confirmation', 'Distribute', 'Form subcases completeness' ) ), X( ->( 'Amend procedure', 'Transmit procedure confirmation', 'Input senddate procedure confirmation' ), ->( 'Cease on request', 'Enter date termination request received', +( 'Enter senddate termination request', 'Terminate request notification' ), +( 'Register due date', 'Phase procedure aborted' ), 'Conclude case' ) ) )")
('BPIC15_4_rev/process_tree_case_size_betwee_14_and_14_noise_70.svg', "->( 'Input submission date request', 'OLO messaging live', 'Provide confirmation receipt', 'Applicant considered stakeholder', X( tau, 'Assess provisional charges' ), 'Transfer to the competent authority', 'Alert BAG administrator', 'Phase of application received', 'Routine procedure without MER', 'MER listed', 'Routine procedure activities', 'Inspect field phased application', 'Initiate WABOprocedure', 'Draft procedure confirmation', 'Distribute', 'Form subcases completeness', X( ->( 'Amend procedure', 'Transmit procedure confirmation', 'Input senddate procedure confirmation' ), ->( 'Cease on request', 'Enter date termination request received', +( 'Enter senddate termination request', 'Terminate request notification' ), +( 'Register due date', 'Phase procedure aborted' ), 'Conclude case' ) ) )")
('BPIC15_4_rev/process_tree_case_size_betwee_14_and_14_noise_80.svg', "->( 'Input submission date request', 'OLO messaging live', 'Provide confirmation receipt', 'Applicant considered stakeholder', 'Assess provisional charges', 'Transfer to the competent authority', 'Alert BAG administrator', 'Phase of application received', 'Routine procedure without MER', 'MER listed', 'Routine procedure activities', 'Inspect field phased application', 'Initiate WABOprocedure', 'Draft procedure confirmation', 'Distribute', 'Form subcases completeness', X( ->( 'Amend procedure', 'Transmit procedure confirmation', 'Input senddate procedure confirmation' ), ->( 'Cease on request', 'Enter date termination request received', +( 'Enter senddate termination request', 'Terminate request notification' ), +( 'Register due date', 'Phase procedure aborted' ), 'Conclude case' ) ) )")
('BPIC15_4_rev/process_tree_case_size_betwee_14_and_15_noise_10.svg', "->( 'Input submission date request', +( 'Phase of application received', X( tau, 'Draft procedure confirmation' ), 'Provide confirmation receipt', 'Transfer to the competent authority', ->( +( X( tau, 'OLO messaging live' ), ->( X( tau, ->( 'Applicant considered stakeholder', X( 'Alert BAG administrator', 'Assess provisional charges' ) ) ), X( tau, 'Routine procedure without MER' ) ) ), X( tau, ->( X( tau, ->( 'MER listed', 'Routine procedure activities', 'Inspect field phased application' ) ), 'Initiate WABOprocedure' ) ) ) ), +( X( tau, 'Input senddate procedure confirmation' ), ->( X( tau, ->( 'Competent authority action taken', 'Initiate terminate request message' ), ->( X( tau, ->( X( tau, 'Distribute' ), 'Form subcases completeness', X( tau, ->( 'Amend procedure', X( tau, ->( 'Finalize request', 'Timeframe for supplying missing data', 'Draft letter for missing data' ) ) ) ) ) ), X( tau, 'Transmit procedure confirmation' ) ) ), X( tau, ->( +( 'Cease on request', X( tau, ->( X( tau, ->( 'Cease all running subcases 2b', 'Phase procedure ended prematurely' ) ), +( 'Phase procedure aborted', 'Enter date termination request received', X( tau, +( 'Terminate request notification', ->( 'Enter senddate termination request', 'Register due date' ) ) ) ) ) ) ), X( tau, 'Conclude case' ) ) ) ) ) )")
('BPIC15_4_rev/process_tree_case_size_betwee_14_and_15_noise_20.svg', "->( 'Input submission date request', +( 'Phase of application received', X( tau, 'Draft procedure confirmation' ), 'Provide confirmation receipt', 'Transfer to the competent authority', ->( +( 'OLO messaging live', ->( X( tau, ->( 'Applicant considered stakeholder', 'Alert BAG administrator' ) ), X( tau, 'Routine procedure without MER' ) ) ), X( tau, ->( X( tau, ->( 'MER listed', 'Routine procedure activities', 'Inspect field phased application' ) ), 'Initiate WABOprocedure' ) ) ) ), +( X( tau, 'Input senddate procedure confirmation' ), ->( X( tau, ->( 'Competent authority action taken', 'Initiate terminate request message' ), ->( X( tau, ->( X( tau, 'Distribute' ), 'Form subcases completeness', X( tau, ->( 'Amend procedure', X( tau, ->( 'Finalize request', 'Timeframe for supplying missing data', 'Draft letter for missing data' ) ) ) ) ) ), X( tau, 'Transmit procedure confirmation' ) ) ), X( tau, ->( +( 'Cease on request', ->( X( tau, ->( 'Cease all running subcases 2b', 'Phase procedure ended prematurely' ) ), +( 'Terminate request notification', 'Phase procedure aborted', 'Enter date termination request received', ->( 'Enter senddate termination request', 'Register due date' ) ) ) ), X( tau, 'Conclude case' ) ) ) ) ) )")
('BPIC15_4_rev/process_tree_case_size_betwee_14_and_15_noise_30.svg', "->( 'Input submission date request', +( 'Phase of application received', ->( +( 'Provide confirmation receipt', 'Transfer to the competent authority', ->( +( 'OLO messaging live', X( tau, ->( 'Routine procedure without MER', X( tau, ->( 'MER listed', 'Routine procedure activities', 'Inspect field phased application' ) ), +( 'Initiate WABOprocedure', 'Draft procedure confirmation' ) ) ) ), X( tau, 'Applicant considered stakeholder' ) ) ), X( tau, 'Alert BAG administrator' ) ) ), +( X( tau, 'Input senddate procedure confirmation' ), ->( X( tau, ->( 'Competent authority action taken', 'Initiate terminate request message' ), ->( X( tau, 'Distribute' ), 'Form subcases completeness', X( tau, ->( 'Amend procedure', X( tau, ->( 'Finalize request', 'Timeframe for supplying missing data', 'Draft letter for missing data' ) ) ) ), 'Transmit procedure confirmation' ) ), X( tau, ->( 'Cease all running subcases 2b', 'Phase procedure ended prematurely' ) ), *( ->( X( 'Cease on request', 'Enter date termination request received' ), X( tau, +( X( tau, 'Enter senddate termination request' ), X( tau, 'Terminate request notification' ) ) ), X( tau, 'Phase procedure aborted' ), X( tau, 'Register due date' ) ), tau ), 'Conclude case' ) ) )")
('BPIC15_4_rev/process_tree_case_size_betwee_14_and_15_noise_40.svg', "->( 'Input submission date request', +( 'Phase of application received', ->( +( 'Provide confirmation receipt', 'Transfer to the competent authority', ->( X( tau, ->( 'Routine procedure without MER', X( tau, ->( 'MER listed', 'Routine procedure activities', 'Inspect field phased application' ) ), +( 'Initiate WABOprocedure', 'Draft procedure confirmation' ) ) ), 'OLO messaging live', 'Applicant considered stakeholder' ) ), X( tau, 'Alert BAG administrator' ) ) ), +( X( tau, 'Input senddate procedure confirmation' ), ->( X( tau, ->( 'Competent authority action taken', 'Initiate terminate request message' ), ->( 'Distribute', 'Form subcases completeness', 'Amend procedure', X( tau, ->( 'Finalize request', 'Timeframe for supplying missing data', 'Draft letter for missing data' ) ), 'Transmit procedure confirmation' ) ), X( tau, ->( 'Cease all running subcases 2b', 'Phase procedure ended prematurely' ) ), *( ->( X( 'Cease on request', 'Enter date termination request received' ), X( tau, +( 'Enter senddate termination request', 'Terminate request notification' ) ), X( tau, 'Phase procedure aborted' ), X( tau, 'Register due date' ) ), tau ), 'Conclude case' ) ) )")
('BPIC15_4_rev/process_tree_case_size_betwee_14_and_15_noise_50.svg', "->( 'Input submission date request', +( 'Phase of application received', 'Provide confirmation receipt', 'Transfer to the competent authority', X( ->( 'OLO messaging live', 'Applicant considered stakeholder', 'Alert BAG administrator' ), ->( X( tau, 'Assess provisional charges' ), 'Routine procedure without MER', X( tau, ->( 'MER listed', 'Routine procedure activities', 'Inspect field phased application' ) ), +( 'Initiate WABOprocedure', 'Draft procedure confirmation' ) ) ) ), +( X( tau, 'Input senddate procedure confirmation' ), ->( X( ->( 'Competent authority action taken', 'Initiate terminate request message' ), ->( 'Distribute', 'Form subcases completeness', 'Amend procedure', 'Finalize request', 'Timeframe for supplying missing data', 'Draft letter for missing data', 'Transmit procedure confirmation' ) ), 'Cease on request', 'Enter date termination request received', +( 'Enter senddate termination request', 'Terminate request notification' ), X( tau, ->( 'Cease all running subcases 2b', 'Phase procedure ended prematurely' ) ), +( 'Register due date', 'Phase procedure aborted' ), 'Conclude case' ) ) )")
('BPIC15_4_rev/process_tree_case_size_betwee_14_and_15_noise_60.svg', "->( 'Input submission date request', X( ->( 'Routine procedure without MER', 'MER listed', 'Routine procedure activities', 'Inspect field phased application', 'Initiate WABOprocedure', 'Draft procedure confirmation' ), ->( 'OLO messaging live', 'Provide confirmation receipt', 'Applicant considered stakeholder', X( tau, 'Assess provisional charges' ), 'Transfer to the competent authority', 'Alert BAG administrator', 'Phase of application received' ) ), +( X( tau, 'Input senddate procedure confirmation' ), ->( X( ->( 'Competent authority action taken', 'Initiate terminate request message' ), ->( 'Distribute', 'Form subcases completeness', 'Amend procedure', 'Finalize request', 'Timeframe for supplying missing data', 'Draft letter for missing data', 'Transmit procedure confirmation' ) ), 'Cease on request', 'Enter date termination request received', +( 'Enter senddate termination request', 'Terminate request notification' ), X( tau, ->( 'Cease all running subcases 2b', 'Phase procedure ended prematurely' ) ), +( 'Register due date', 'Phase procedure aborted' ), 'Conclude case' ) ) )")
('BPIC15_4_rev/process_tree_case_size_betwee_14_and_15_noise_70.svg', "->( 'Input submission date request', X( ->( 'Routine procedure without MER', 'MER listed', 'Routine procedure activities', 'Inspect field phased application', 'Initiate WABOprocedure', 'Draft procedure confirmation' ), ->( 'OLO messaging live', 'Provide confirmation receipt', 'Applicant considered stakeholder', X( tau, 'Assess provisional charges' ), 'Transfer to the competent authority', 'Alert BAG administrator', 'Phase of application received' ) ), +( X( tau, 'Input senddate procedure confirmation' ), ->( X( ->( 'Competent authority action taken', 'Initiate terminate request message' ), ->( 'Distribute', 'Form subcases completeness', 'Amend procedure', 'Finalize request', 'Timeframe for supplying missing data', 'Draft letter for missing data', 'Transmit procedure confirmation' ) ), 'Cease on request', 'Enter date termination request received', +( 'Terminate request notification', ->( 'Enter senddate termination request', 'Register due date' ) ), X( tau, ->( 'Cease all running subcases 2b', 'Phase procedure ended prematurely' ) ), 'Phase procedure aborted', 'Conclude case' ) ) )")
('BPIC15_4_rev/process_tree_case_size_betwee_14_and_15_noise_90.svg', "->( 'Input submission date request', X( ->( 'Routine procedure without MER', 'MER listed', 'Routine procedure activities', 'Inspect field phased application', 'Initiate WABOprocedure', 'Draft procedure confirmation' ), ->( 'OLO messaging live', 'Provide confirmation receipt', 'Applicant considered stakeholder', 'Assess provisional charges', 'Transfer to the competent authority', 'Alert BAG administrator', 'Phase of application received' ) ), +( 'Input senddate procedure confirmation', ->( X( ->( 'Competent authority action taken', 'Initiate terminate request message' ), ->( 'Distribute', 'Form subcases completeness', 'Amend procedure', 'Finalize request', 'Timeframe for supplying missing data', 'Draft letter for missing data', 'Transmit procedure confirmation' ) ), 'Cease on request', 'Enter date termination request received', +( 'Terminate request notification', ->( 'Enter senddate termination request', 'Register due date' ) ), 'Cease all running subcases 2b', 'Phase procedure ended prematurely', 'Phase procedure aborted', 'Conclude case' ) ) )")
('BPIC15_4_rev/process_tree_case_size_betwee_14_and_16_noise_10.svg', "->( 'Input submission date request', +( 'Phase of application received', 'Transfer to the competent authority', ->( +( X( tau, 'Draft procedure confirmation' ), ->( +( 'OLO messaging live', ->( +( *( 'Provide confirmation receipt', tau ), X( tau, 'Applicant considered stakeholder' ) ), X( tau, 'Alert BAG administrator', 'Assess provisional charges' ), X( tau, 'Routine procedure without MER' ) ) ), X( tau, ->( X( tau, ->( 'MER listed', 'Routine procedure activities' ) ), +( X( tau, 'Initiate WABOprocedure' ), X( tau, ->( X( tau, ->( 'Inspect field phased application', X( tau, 'Phased application' ) ) ), +( X( tau, 'Distribute' ), ->( X( tau, ->( 'Form subcases completeness', X( tau, 'Amend procedure' ) ) ), X( tau, +( 'Transmit procedure confirmation', X( tau, ->( X( tau, 'Input senddate procedure confirmation' ), X( tau, ->( 'Finalize request', 'Timeframe for supplying missing data', 'Draft letter for missing data' ) ) ) ) ) ) ) ) ) ) ) ) ) ) ), X( tau, *( 'No permit needed or just notification needed', tau ) ) ) ), X( tau, 'WAW permit aspect included', ->( 'create decision for no permit', 'set no permit required phase decision', 'Fix decision status', 'Decision date ahead of decision', 'generate decision of no permit', 'record date for no permit decision', 'phase activity requiring no permit', 'create cover letter stating no permit required', 'prepare a memo stating no permit is necessary' ), ->( X( tau, ->( 'Competent authority action taken', 'Initiate terminate request message' ), ->( 'phase requires notification alone', 'log senddate letter no permit or notification needed', 'draft letter indicating no permit required' ) ), +( X( tau, 'Cease on request' ), X( tau, ->( X( tau, ->( 'Cease all running subcases 2b', 'Phase procedure ended prematurely' ) ), +( 'Phase procedure aborted', ->( X( tau, 'Enter date termination request received' ), X( tau, +( X( tau, 'Terminate request notification' ), ->( X( tau, 'Enter senddate termination request' ), 'Register due date' ) ) ) ) ) ) ) ), X( tau, 'Conclude case' ) ) ) )")
('BPIC15_4_rev/process_tree_case_size_betwee_14_and_16_noise_20.svg', "->( 'Input submission date request', +( 'Phase of application received', 'Transfer to the competent authority', ->( +( X( tau, 'Draft procedure confirmation' ), ->( 'OLO messaging live', *( 'Provide confirmation receipt', tau ), X( tau, ->( 'Applicant considered stakeholder', X( tau, 'Alert BAG administrator' ) ) ), X( tau, 'Routine procedure without MER' ), X( tau, ->( X( tau, ->( 'MER listed', 'Routine procedure activities' ) ), +( X( tau, 'Initiate WABOprocedure' ), ->( X( tau, ->( 'Inspect field phased application', X( tau, 'Phased application' ) ) ), +( X( tau, 'Distribute' ), ->( X( tau, ->( 'Form subcases completeness', X( tau, 'Amend procedure' ) ) ), +( 'Transmit procedure confirmation', X( tau, ->( 'Input senddate procedure confirmation', X( tau, ->( 'Finalize request', 'Timeframe for supplying missing data', 'Draft letter for missing data' ) ) ) ) ) ) ) ) ) ) ) ) ), X( tau, *( 'No permit needed or just notification needed', tau ) ) ) ), X( tau, 'WAW permit aspect included', ->( 'create decision for no permit', 'set no permit required phase decision', 'Fix decision status', 'Decision date ahead of decision', 'generate decision of no permit', 'record date for no permit decision', 'phase activity requiring no permit', 'create cover letter stating no permit required', 'prepare a memo stating no permit is necessary' ), ->( X( tau, ->( 'Competent authority action taken', 'Initiate terminate request message' ), ->( 'phase requires notification alone', 'log senddate letter no permit or notification needed', 'draft letter indicating no permit required' ) ), +( 'Cease on request', ->( X( tau, ->( 'Cease all running subcases 2b', 'Phase procedure ended prematurely' ) ), +( 'Phase procedure aborted', ->( 'Enter date termination request received', +( X( tau, 'Terminate request notification' ), ->( X( tau, 'Enter senddate termination request' ), 'Register due date' ) ) ) ) ) ), X( tau, 'Conclude case' ) ) ) )")
('BPIC15_4_rev/process_tree_case_size_betwee_14_and_16_noise_30.svg', "->( 'Input submission date request', +( 'Phase of application received', 'Transfer to the competent authority', ->( +( X( tau, 'Draft procedure confirmation' ), ->( 'OLO messaging live', *( 'Provide confirmation receipt', tau ), X( tau, ->( 'Applicant considered stakeholder', 'Alert BAG administrator' ) ), X( tau, 'Routine procedure without MER' ), X( tau, ->( X( tau, ->( 'MER listed', 'Routine procedure activities' ) ), +( 'Initiate WABOprocedure', ->( X( tau, ->( 'Inspect field phased application', X( tau, 'Phased application' ) ) ), +( X( tau, 'Distribute' ), ->( X( tau, ->( 'Form subcases completeness', 'Amend procedure' ) ), +( 'Transmit procedure confirmation', ->( 'Input senddate procedure confirmation', X( tau, ->( 'Finalize request', 'Timeframe for supplying missing data', 'Draft letter for missing data' ) ) ) ) ) ) ) ) ) ) ) ), X( tau, *( 'No permit needed or just notification needed', tau ) ) ) ), X( 'WAW permit aspect included', ->( 'create decision for no permit', 'set no permit required phase decision', 'Fix decision status', 'Decision date ahead of decision', 'generate decision of no permit', 'record date for no permit decision', 'phase activity requiring no permit', 'create cover letter stating no permit required', 'prepare a memo stating no permit is necessary' ), ->( X( tau, ->( 'Competent authority action taken', 'Initiate terminate request message' ), ->( 'phase requires notification alone', 'log senddate letter no permit or notification needed', 'draft letter indicating no permit required' ) ), X( tau, ->( 'Cease all running subcases 2b', 'Phase procedure ended prematurely' ) ), *( ->( X( tau, ->( X( 'Cease on request', 'Enter date termination request received' ), X( tau, +( X( tau, 'Enter senddate termination request' ), X( tau, 'Terminate request notification' ) ) ) ) ), X( tau, 'Register due date', 'Phase procedure aborted' ) ), tau ), 'Conclude case' ) ) )")
('BPIC15_4_rev/process_tree_case_size_betwee_14_and_16_noise_40.svg', "->( 'Input submission date request', +( 'Phase of application received', 'Transfer to the competent authority', ->( 'OLO messaging live', *( 'Provide confirmation receipt', tau ), X( tau, ->( 'Applicant considered stakeholder', 'Alert BAG administrator' ) ), 'Routine procedure without MER', X( tau, ->( 'MER listed', 'Routine procedure activities' ) ), +( X( tau, 'Initiate WABOprocedure' ), ->( 'Inspect field phased application', 'Draft procedure confirmation' ) ), X( tau, ->( X( tau, 'Phased application' ), +( 'Distribute', ->( X( tau, ->( 'Form subcases completeness', 'Amend procedure' ) ), X( tau, ->( 'Finalize request', 'Timeframe for supplying missing data', 'Draft letter for missing data' ) ), 'Transmit procedure confirmation', X( tau, 'Input senddate procedure confirmation' ) ) ) ) ), X( tau, *( 'No permit needed or just notification needed', tau ) ) ) ), X( 'WAW permit aspect included', ->( 'create decision for no permit', 'set no permit required phase decision', 'Fix decision status', 'Decision date ahead of decision', 'generate decision of no permit', 'record date for no permit decision', 'phase activity requiring no permit', 'create cover letter stating no permit required', 'prepare a memo stating no permit is necessary' ), ->( X( tau, ->( 'Competent authority action taken', 'Initiate terminate request message' ), ->( 'phase requires notification alone', 'log senddate letter no permit or notification needed', 'draft letter indicating no permit required' ) ), +( 'Cease on request', ->( 'Enter date termination request received', +( 'Enter senddate termination request', 'Terminate request notification' ) ) ), X( tau, ->( 'Cease all running subcases 2b', 'Phase procedure ended prematurely' ) ), +( 'Register due date', 'Phase procedure aborted' ), 'Conclude case' ) ) )")
('BPIC15_4_rev/process_tree_case_size_betwee_14_and_16_noise_50.svg', "->( 'Input submission date request', 'OLO messaging live', X( tau, 'Submit application via OLO' ), +( X( tau, 'Phase of application received' ), *( 'Provide confirmation receipt', tau ), X( tau, 'Alert BAG administrator' ), 'Transfer to the competent authority', 'Applicant considered stakeholder' ), 'Routine procedure without MER', X( tau, ->( 'MER listed', 'Routine procedure activities', 'Inspect field phased application' ) ), X( tau, 'Initiate WABOprocedure' ), X( tau, ->( 'Draft procedure confirmation', 'Distribute', 'Form subcases completeness', 'Amend procedure' ) ), X( tau, 'Phased application', ->( 'Finalize request', 'Timeframe for supplying missing data', 'Draft letter for missing data' ) ), X( tau, ->( 'Transmit procedure confirmation', 'Input senddate procedure confirmation' ) ), X( 'WAW permit aspect included', ->( 'create decision for no permit', 'set no permit required phase decision', 'Fix decision status', 'Decision date ahead of decision', 'generate decision of no permit', 'record date for no permit decision', 'phase activity requiring no permit', 'create cover letter stating no permit required', 'prepare a memo stating no permit is necessary' ), ->( X( tau, ->( 'Competent authority action taken', 'Initiate terminate request message' ), ->( 'phase requires notification alone', 'log senddate letter no permit or notification needed', 'draft letter indicating no permit required' ) ), 'Cease on request', 'Enter date termination request received', +( 'Enter senddate termination request', 'Terminate request notification' ), 'Register due date', X( tau, ->( 'Cease all running subcases 2b', 'Phase procedure ended prematurely' ) ), 'Phase procedure aborted', 'Conclude case' ) ) )")
('BPIC15_4_rev/process_tree_case_size_betwee_14_and_16_noise_60.svg', "->( 'Input submission date request', 'OLO messaging live', X( tau, 'Submit application via OLO' ), +( 'Phase of application received', *( 'Provide confirmation receipt', tau ), 'Alert BAG administrator', 'Transfer to the competent authority', 'Applicant considered stakeholder' ), 'Routine procedure without MER', X( tau, ->( 'MER listed', 'Routine procedure activities', 'Inspect field phased application' ) ), X( tau, 'Initiate WABOprocedure' ), 'Draft procedure confirmation', 'Distribute', 'Form subcases completeness', 'Amend procedure', X( tau, 'Phased application', ->( 'Finalize request', 'Timeframe for supplying missing data', 'Draft letter for missing data' ) ), 'Transmit procedure confirmation', 'Input senddate procedure confirmation', X( 'WAW permit aspect included', ->( 'create decision for no permit', 'set no permit required phase decision', 'Fix decision status', 'Decision date ahead of decision', 'generate decision of no permit', 'record date for no permit decision', 'phase activity requiring no permit', 'create cover letter stating no permit required', 'prepare a memo stating no permit is necessary' ), ->( X( tau, ->( 'Competent authority action taken', 'Initiate terminate request message' ), ->( 'phase requires notification alone', 'log senddate letter no permit or notification needed', 'draft letter indicating no permit required' ) ), 'Cease on request', 'Enter date termination request received', +( 'Enter senddate termination request', 'Terminate request notification' ), 'Register due date', X( tau, ->( 'Cease all running subcases 2b', 'Phase procedure ended prematurely' ) ), 'Phase procedure aborted', 'Conclude case' ) ) )")
('BPIC15_4_rev/process_tree_case_size_betwee_14_and_16_noise_70.svg', "->( 'Input submission date request', 'OLO messaging live', X( tau, 'Submit application via OLO' ), +( *( 'Provide confirmation receipt', tau ), 'Applicant considered stakeholder' ), 'Transfer to the competent authority', 'Alert BAG administrator', 'Phase of application received', 'Routine procedure without MER', 'MER listed', 'Routine procedure activities', 'Inspect field phased application', X( tau, 'Initiate WABOprocedure' ), 'Draft procedure confirmation', 'Distribute', 'Form subcases completeness', 'Amend procedure', X( tau, 'Phased application', ->( 'Finalize request', 'Timeframe for supplying missing data', 'Draft letter for missing data' ) ), 'Transmit procedure confirmation', 'Input senddate procedure confirmation', X( 'WAW permit aspect included', ->( 'create decision for no permit', 'set no permit required phase decision', 'Fix decision status', 'Decision date ahead of decision', 'generate decision of no permit', 'record date for no permit decision', 'phase activity requiring no permit', 'create cover letter stating no permit required', 'prepare a memo stating no permit is necessary' ), ->( X( tau, ->( 'Competent authority action taken', 'Initiate terminate request message' ), ->( 'phase requires notification alone', 'log senddate letter no permit or notification needed', 'draft letter indicating no permit required' ) ), 'Cease on request', 'Enter date termination request received', +( 'Enter senddate termination request', 'Terminate request notification' ), 'Register due date', X( tau, ->( 'Cease all running subcases 2b', 'Phase procedure ended prematurely' ) ), 'Phase procedure aborted', 'Conclude case' ) ) )")
('BPIC15_4_rev/process_tree_case_size_betwee_14_and_16_noise_80.svg', "->( 'Input submission date request', 'OLO messaging live', X( tau, 'Submit application via OLO' ), +( *( 'Provide confirmation receipt', tau ), 'Applicant considered stakeholder' ), 'Transfer to the competent authority', 'Alert BAG administrator', 'Phase of application received', 'Routine procedure without MER', 'MER listed', 'Routine procedure activities', 'Inspect field phased application', +( 'Initiate WABOprocedure', 'Draft procedure confirmation' ), 'Distribute', 'Form subcases completeness', 'Amend procedure', X( 'Phased application', ->( 'Finalize request', 'Timeframe for supplying missing data', 'Draft letter for missing data' ) ), 'Transmit procedure confirmation', 'Input senddate procedure confirmation', X( 'WAW permit aspect included', ->( 'create decision for no permit', 'set no permit required phase decision', 'Fix decision status', 'Decision date ahead of decision', 'generate decision of no permit', 'record date for no permit decision', 'phase activity requiring no permit', 'create cover letter stating no permit required', 'prepare a memo stating no permit is necessary' ), ->( X( ->( 'Competent authority action taken', 'Initiate terminate request message' ), ->( 'phase requires notification alone', 'log senddate letter no permit or notification needed', 'draft letter indicating no permit required' ) ), 'Cease on request', 'Enter date termination request received', +( 'Enter senddate termination request', 'Terminate request notification' ), 'Register due date', X( tau, ->( 'Cease all running subcases 2b', 'Phase procedure ended prematurely' ) ), 'Phase procedure aborted', 'Conclude case' ) ) )")
('BPIC15_4_rev/process_tree_case_size_betwee_14_and_16_noise_90.svg', "->( 'Input submission date request', +( 'Phase of application received', X( tau, ->( 'OLO messaging live', X( tau, 'Submit application via OLO' ), +( *( 'Provide confirmation receipt', tau ), 'Applicant considered stakeholder' ), X( *( 'No permit needed or just notification needed', tau ), 'Assess provisional charges' ), 'Transfer to the competent authority', 'Routine procedure without MER', 'MER listed', 'Routine procedure activities', 'Inspect field phased application', +( 'Initiate WABOprocedure', 'Draft procedure confirmation' ), 'Distribute', 'Form subcases completeness', 'Amend procedure', X( 'Phased application', ->( 'Finalize request', 'Timeframe for supplying missing data', 'Draft letter for missing data' ) ), 'Transmit procedure confirmation', 'Input senddate procedure confirmation' ) ) ), X( 'WAW permit aspect included', ->( 'create decision for no permit', 'set no permit required phase decision', 'Fix decision status', 'Decision date ahead of decision', 'generate decision of no permit', 'record date for no permit decision', 'phase activity requiring no permit', 'create cover letter stating no permit required', 'prepare a memo stating no permit is necessary' ), ->( X( ->( 'Competent authority action taken', 'Initiate terminate request message' ), ->( 'phase requires notification alone', 'log senddate letter no permit or notification needed', 'draft letter indicating no permit required' ) ), 'Cease on request', 'Enter date termination request received', +( 'Enter senddate termination request', 'Terminate request notification' ), 'Register due date', 'Cease all running subcases 2b', 'Phase procedure ended prematurely', 'Phase procedure aborted', 'Conclude case' ) ) )")
('BPIC15_4_rev/process_tree_case_size_betwee_15_and_18_noise_10.svg', "->( +( 'Phase of application received', 'Input submission date request', ->( X( tau, 'Input senddate acknowledgement' ), +( 'Transfer to the competent authority', X( tau, 'Enter date termination request received' ), ->( +( X( tau, 'Cease on request' ), ->( +( X( tau, 'Register due date' ), ->( +( X( tau, 'Document date publication' ), ->( +( X( tau, 'Transmit procedure confirmation' ), ->( *( ->( X( tau, 'Log date publishing received request', ->( 'Applicant considered stakeholder', X( tau, 'Assess provisional charges' ) ) ), X( tau, 'Alert BAG administrator', +( 'Register termination decision date', 'Log senddate for confirmation request' ) ), +( X( tau, 'Input senddate procedure confirmation' ), X( tau, ->( X( tau, 'Received via OLO' ), +( X( tau, 'Routine procedure without MER' ), X( tau, ->( X( tau, ->( X( tau, 'MER listed' ), +( X( tau, 'WAW permit aspect included' ), ->( X( tau, ->( 'Address subcases completeness', X( tau, 'Subcases completeness attained' ) ) ), +( X( tau, 'Draft procedure confirmation' ), ->( X( tau, +( 'Provide confirmation receipt', X( tau, 'OLO messaging live' ) ) ), X( tau, 'Routine procedure activities' ), X( tau, *( X( 'Inspect field phased application', ->( X( 'Initiate WABOprocedure', ->( X( tau, 'Phased application' ), 'Distribute' ) ), X( tau, 'Form subcases completeness' ), X( tau, 'Amend procedure' ), X( tau, 'Generate publication document' ) ) ), tau ) ) ) ) ) ) ) ), X( tau, *( 'No permit needed or just notification needed', tau ) ) ) ) ) ) ) ) ), tau ), X( tau, 'case closure', ->( 'Finalize request', X( tau, ->( 'Timeframe for supplying missing data', 'Draft letter for missing data' ) ) ) ) ) ), X( tau, 'Delay term' ) ) ), X( tau, +( 'Enter senddate termination request', 'Terminate request notification' ), ->( 'phase requires notification alone', 'log senddate letter no permit or notification needed', 'draft letter indicating no permit required' ) ) ) ), X( tau, ->( 'Competent authority action taken', X( tau, 'Initiate terminate request message' ) ) ) ) ), X( tau, ->( X( tau, ->( 'Draft termination decision on request', 'Execute termination decision on request' ), 'Cease all running subcases 2b' ), +( X( tau, 'Phase procedure ended prematurely' ), 'Phase procedure aborted' ), X( tau, 'Examine publication date field' ) ) ) ) ) ) ), X( tau, 'Conclude case', 'Phase of application receptive', 'applicable detailed procedure', ->( 'Locate missing data', X( tau, 'Enter senddate retrieve missing data' ) ), ->( 'create decision for no permit', 'set no permit required phase decision', 'Fix decision status', 'Decision date ahead of decision', 'generate decision of no permit', 'record date for no permit decision', 'phase activity requiring no permit', 'create cover letter stating no permit required', 'prepare a memo stating no permit is necessary' ) ) )")
